,Unnamed: 0,SHAP Zero: Frameshift frequency,SHAP Zero: Highest 1-bp insertion,Linear: Frameshift frequency,Pairwise: Frameshift frequency,Linear: Highest 1-bp insertion,Pairwise: Highest 1-bp insertion,Model: Frameshift frequency,Model: Highest 1-bp insertion
0,Pearson,0.7391562472544434,0.7398355973928018,0.3728452914903093,0.4708056745733718,0.7021100803161616,0.7253366057676014,0.8203591472866276,0.7534069895644185
1,Spearman,0.7133745064290777,0.7421686746987953,0.4562316492862206,0.5256049407714893,0.7053558772906754,0.7143059633491952,0.7921838614964059,0.7722790320947657
